ags8,ags5,ars_k,gen,kreis_gen,lon,lat
01054045,01054,01054,Högel,Nordfriesland,9.056667,54.643538
01054059,01054,01054,Joldelund,Nordfriesland,9.139662,54.652937
01054071,01054,01054,Kolkerheide,Nordfriesland,9.130775,54.620407
01054075,01054,01054,Langenhorn,Nordfriesland,8.933726,54.681709
01054080,01054,01054,Lütjenholm,Nordfriesland,9.021561,54.684136
01054093,01054,01054,Ockholm,Nordfriesland,8.827553,54.665128
01054121,01054,01054,Sönnebüll,Nordfriesland,8.995888,54.63119
01054128,01054,01054,Struckum,Nordfriesland,8.996888,54.584711
01054146,01054,01054,Vollstedt,Nordfriesland,9.032722,54.623717
01055001,01055,01055,Ahrensbök,Ostholstein,10.573059,54.011094
01055004,01055,01055,Bad Schwartau,Ostholstein,10.695909,53.920431
01055007,01055,01055,Bosau,Ostholstein,10.429901,54.104439
01055010,01055,01055,Dahme,Ostholstein,11.08163,54.223661
01055012,01055,01055,Eutin,Ostholstein,10.614962,54.138933
01055016,01055,01055,Grömitz,Ostholstein,10.961258,54.149015
01055018,01055,01055,Grube,Ostholstein,11.03599,54.23209
01055021,01055,01055,Heiligenhafen,Ostholstein,10.974623,54.373048
01055025,01055,01055,Kellenhusen (Ostsee),Ostholstein,11.060024,54.190749
01055028,01055,01055,Malente,Ostholstein,10.554871,54.171225
01055032,01055,01055,Neustadt in Holstein,Ostholstein,10.818579,54.107322
01055033,01055,01055,Oldenburg in Holstein,Ostholstein,10.88815,54.293241
01055035,01055,01055,Ratekau,Ostholstein,10.735075,53.947822
01055040,01055,01055,Stockelsdorf,Ostholstein,10.649799,53.889315
01055041,01055,01055,Süsel,Ostholstein,10.717998,54.076679
01055042,01055,01055,Timmendorfer Strand,Ostholstein,10.770247,53.99638
01055044,01055,01055,Scharbeutz,Ostholstein,10.750232,54.022793
01055046,01055,01055,Fehmarn,Ostholstein,11.197614,54.4387
01055014,01055,01055,Göhl,Ostholstein,10.941851,54.284726
01055015,01055,01055,Gremersdorf,Ostholstein,10.927673,54.332831
01055017,01055,01055,Großenbrode,Ostholstein,11.08427,54.369696
01055022,01055,01055,Heringsdorf,Ostholstein,11.003697,54.300432
01055031,01055,01055,Neukirchen,Ostholstein,11.015153,54.323811
01055043,01055,01055,Wangels,Ostholstein,10.763598,54.271569
01055006,01055,01055,Beschendorf,Ostholstein,10.873043,54.182743
01055011,01055,01055,Damlos,Ostholstein,10.907708,54.243016
01055020,01055,01055,Harmsdorf,Ostholstein,10.828509,54.243787
01055023,01055,01055,Kabelhorst,Ostholstein,10.921118,54.215844
01055027,01055,01055,Lensahn,Ostholstein,10.883304,54.217545
01055029,01055,01055,Manhagen,Ostholstein,10.913686,54.194999
01055036,01055,01055,Riepsdorf,Ostholstein,10.969732,54.22536
01055002,01055,01055,Altenkrempe,Ostholstein,10.825665,54.13298
01055024,01055,01055,Kasseedorf,Ostholstein,10.72002,54.164947
01055037,01055,01055,Schashagen,Ostholstein,10.883528,54.134271
01055038,01055,01055,Schönwalde am Bungsberg,Ostholstein,10.753453,54.187361
01055039,01055,01055,Sierksdorf,Ostholstein,10.768366,54.066261
01056002,01056,01056,Barmstedt,Pinneberg,9.768595,53.790385
01056005,01056,01056,Bönningstedt,Pinneberg,9.906267,53.662295
01056015,01056,01056,Elmshorn,Pinneberg,9.655259,53.754958
01056018,01056,01056,Halstenbek,Pinneberg,9.837557,53.633617
01056021,01056,01056,Hasloh,Pinneberg,9.91173,53.694023
01056025,01056,01056,Helgoland,Pinneberg,7.887147,54.181561
01056039,01056,01056,Pinneberg,Pinneberg,9.796428,53.661209
01056041,01056,01056,Quickborn,Pinneberg,9.898034,53.728836
01056043,01056,01056,Rellingen,Pinneberg,9.829654,53.652131
01056044,01056,01056,Schenefeld,Pinneberg,9.822462,53.600982
01056048,01056,01056,Tornesch,Pinneberg,9.711965,53.697658
01056049,01056,01056,Uetersen,Pinneberg,9.662396,53.684196
01056050,01056,01056,Wedel,Pinneberg,9.697314,53.583806
01056029,01056,01056,Klein Nordende,Pinneberg,9.655072,53.725317
01056030,01056,01056,Klein Offenseth-Sparrieshoop,Pinneberg,9.683944,53.784835
01056031,01056,01056,Kölln-Reisiek,Pinneberg,9.697647,53.757477
01056033,01056,01056,Seester,Pinneberg,9.598071,53.717709
01056042,01056,01056,Raa-Besenbek,Pinneberg,9.597611,53.747963
01056045,01056,01056,Seestermühe,Pinneberg,9.56628,53.704049
01056046,01056,01056,Seeth-Ekholt,Pinneberg,9.732775,53.742874
01056006,01056,01056,Bokel,Pinneberg,9.733886,53.864194
01056010,01056,01056,Brande-Hörnerkirchen,Pinneberg,9.705145,53.855084
01056038,01056,01056,Osterhorn,Pinneberg,9.698588,53.868679
01056051,01056,01056,Westerhorn,Pinneberg,9.681996,53.857844
01056003,01056,01056,Bevern,Pinneberg,9.771042,53.755719
01056004,01056,01056,Bilsen,Pinneberg,9.87625,53.769901
01056008,01056,01056,Bokholt-Hanredder,Pinneberg,9.735213,53.787955
01056011,01056,01056,Bullenkuhlen,Pinneberg,9.751552,53.768586
01056014,01056,01056,Ellerhoop,Pinneberg,9.770845,53.727623
01056017,01056,01056,Groß Offenseth-Aspern,Pinneberg,9.73009,53.817783
01056022,01056,01056,Heede,Pinneberg,9.802298,53.783499
01056026,01056,01056,Hemdingen,Pinneberg,9.836865,53.762926
01056034,01056,01056,Langeln,Pinneberg,9.85372,53.795088
01056035,01056,01056,Lutzhorn,Pinneberg,9.776787,53.825517
01056009,01056,01056,Borstel-Hohenraden,Pinneberg,9.824303,53.697872
01056013,01056,01056,Ellerbek,Pinneberg,9.869621,53.657209
01056032,01056,01056,Kummerfeld,Pinneberg,9.791036,53.691612
01056040,01056,01056,Prisdorf,Pinneberg,9.761607,53.678151
01056047,01056,01056,Tangstedt,Pinneberg,9.849699,53.679247
01056001,01056,01056,Appen,Pinneberg,9.742691,53.659806
01056016,01056,01056,Groß Nordende,Pinneberg,9.649515,53.70207
01056019,01056,01056,Haselau,Pinneberg,9.623636,53.660647
01056020,01056,01056,Haseldorf,Pinneberg,9.598383,53.635207
01056023,01056,01056,Heidgraben,Pinneberg,9.685133,53.705801
01056024,01056,01056,Heist,Pinneberg,9.656576,53.654819
01056027,01056,01056,Hetlingen,Pinneberg,9.63544,53.607678
01056028,01056,01056,Holm,Pinneberg,9.671854,53.622062
01056036,01056,01056,Moorrege,Pinneberg,9.659074,53.668054
01056037,01056,01056,Neuendeich,Pinneberg,9.600258,53.676281
01057001,01057,01057,Ascheberg (Holstein),Plön,10.341108,54.151075
01057008,01057,01057,Bönebüttel,Plön,10.0593,54.079505
01057009,01057,01057,Bösdorf,Plön,10.490762,54.14153
01057057,01057,01057,Plön,Plön,10.416369,54.158288
01057062,01057,01057,Preetz,Plön,10.280512,54.231866
01057091,01057,01057,Schwentinental,Plön,10.238223,54.282411
01057004,01057,01057,Behrensdorf (Ostsee),Plön,10.603736,54.346515
01057007,01057,01057,Blekendorf,Plön,10.650894,54.276459
01057013,01057,01057,Dannau,Plön,10.541132,54.240905
01057021,01057,01057,Giekau,Plön,10.506159,54.317441
01057026,01057,01057,Helmstorf,Plön,10.593478,54.286644
01057027,01057,01057,Högsdorf,Plön,10.615055,54.251994
01057029,01057,01057,Hohenfelde,Plön,10.496402,54.370898
01057030,01057,01057,Hohwacht (Ostsee),Plön,10.67371,54.320922
01057034,01057,01057,Kirchnüchel,Plön,10.680134,54.20411
01057035,01057,01057,Klamp,Plön,10.534124,54.296417
01057038,01057,01057,Kletkamp,Plön,10.638094,54.249088
01057048,01057,01057,Lütjenburg,Plön,10.589926,54.292744
01057055,01057,01057,Panker,Plön,10.573095,54.33034
01057076,01057,01057,Schwartbuck,Plön,10.478063,54.358264
01057082,01057,01057,Tröndel,Plön,10.525459,54.335207
01057015,01057,01057,Dersau,Plön,10.33594,54.118055
01057017,01057,01057,Dörnick,Plön,10.360375,54.163392
01057022,01057,01057,Grebin,Plön,10.494272,54.195932
01057032,01057,01057,Kalübbe,Plön,10.283107,54.118146
01057045,01057,01057,Lebrade,Plön,10.422164,54.216652
01057053,01057,01057,Nehmten,Plön,10.393262,54.094848
01057065,01057,01057,Rantzau,Plön,10.507361,54.253869
01057067,01057,01057,Rathjensdorf,Plön,10.427748,54.185702
01057089,01057,01057,Wittmoldt,Plön,10.349133,54.174882
01057002,01057,01057,Barmissen,Plön,10.175384,54.204995
01057010,01057,01057,Boksee,Plön,10.127708,54.242982
01057011,01057,01057,Bothkamp,Plön,10.134422,54.203356
01057023,01057,01057,Großbarkau,Plön,10.169008,54.225363
01057031,01057,01057,Honigsee,Plön,10.187224,54.228283
01057033,01057,01057,Kirchbarkau,Plön,10.142365,54.211515
01057037,01057,01057,Klein Barkau,Plön,10.135269,54.222719
01057042,01057,01057,Kühren,Plön,10.258367,54.198376
01057046,01057,01057,Lehmkuhlen,Plön,10.361157,54.225915
01057047,01057,01057,Löptin,Plön,10.215744,54.175217
01057054,01057,01057,Nettelsee,Plön,10.189086,54.174112
01057058,01057,01057,Pohnsdorf,Plön,10.249321,54.239647
01057059,01057,01057,Postfeld,Plön,10.21641,54.211309
01057066,01057,01057,Rastorf,Plön,10.289064,54.272603
01057070,01057,01057,Schellhorn,Plön,10.299476,54.227597
01057084,01057,01057,Wahlstorf,Plön,10.294716,54.178083
01057086,01057,01057,Warnau,Plön,10.160154,54.18792
01057003,01057,01057,Barsbek,Plön,10.320134,54.404132
01057006,01057,01057,Bendfeld,Plön,10.419437,54.364157
01057012,01057,01057,Brodersdorf,Plön,10.249254,54.385481
01057018,01057,01057,Fahren,Plön,10.33813,54.349552
01057020,01057,01057,Fiefbergen,Plön,10.34277,54.379311
01057028,01057,01057,Höhndorf,Plön,10.370674,54.372619
01057039,01057,01057,Köhn,Plön,10.455111,54.34444
01057040,01057,01057,Krokau,Plön,10.341593,54.402446
01057041,01057,01057,Krummbek,Plön,10.400709,54.37814
01057043,01057,01057,Laboe,Plön,10.224323,54.404031
01057049,01057,01057,Lutterbek,Plön,10.276816,54.391952
01057056,01057,01057,Passade,Plön,10.316786,54.366581
01057060,01057,01057,Prasdorf,Plön,10.296264,54.378679
01057063,01057,01057,Probsteierhagen,Plön,10.288376,54.362604
01057073,01057,01057,Schönberg (Holstein),Plön,10.372476,54.39239
01057078,01057,01057,Stakendorf,Plön,10.422791,54.388445
01057079,01057,01057,Stein,Plön,10.268846,54.414659
01057081,01057,01057,Stoltenberg,Plön,10.346508,54.344759
01057087,01057,01057,Wendtorf,Plön,10.292376,54.409817
01057088,01057,01057,Wisch,Plön,10.344122,54.411023
01057016,01057,01057,Dobersdorf,Plön,10.281513,54.31849
01057044,01057,01057,Lammershagen,Plön,10.443923,54.274509
01057050,01057,01057,Martensrade,Plön,10.392528,54.279612
01057052,01057,01057,Mucheln,Plön,10.442687,54.246421
01057072,01057,01057,Schlesen,Plön,10.328605,54.321544
01057077,01057,01057,Selent,Plön,10.425868,54.290473
01057090,01057,01057,Fargau-Pratjau,Plön,10.379022,54.318981
01057025,01057,01057,Heikendorf,Plön,10.207126,54.371303
01057051,01057,01057,Mönkeberg,Plön,10.187105,54.348118
01057074,01057,01057,Schönkirchen,Plön,10.223696,54.336531
01057005,01057,01057,Belau,Plön,10.259724,54.097544
01057024,01057,01057,Großharrie,Plön,10.049861,54.119087
01057068,01057,01057,Rendswühren,Plön,10.17974,54.074276
01057069,01057,01057,Ruhwinkel,Plön,10.221823,54.094216
01057071,01057,01057,Schillsdorf,Plön,10.123873,54.116231
01057080,01057,01057,Stolpe,Plön,10.222608,54.128911
01057083,01057,01057,Tasdorf,Plön,10.031477,54.09572
01057085,01057,01057,Wankendorf,Plön,10.208038,54.112811
01058005,01058,01058,Altenholz,Rendsburg-Eckernförde,10.120656,54.402998
01058034,01058,01058,Büdelsdorf,Rendsburg-Eckernförde,9.677817,54.315687
01058043,01058,01058,Eckernförde,Rendsburg-Eckernförde,9.837037,54.472791
01058092,01058,01058,Kronshagen,Rendsburg-Eckernförde,10.078987,54.332063
01058135,01058,01058,Rendsburg,Rendsburg-Eckernförde,9.663206,54.306495
01058169,01058,01058,Wasbek,Rendsburg-Eckernförde,9.895541,54.07142
01058001,01058,01058,Achterwehr,Rendsburg-Eckernförde,9.96576,54.313379
01058028,01058,01058,Bredenbek,Rendsburg-Eckernförde,9.871054,54.324946
01058050,01058,01058,Felde,Rendsburg-Eckernförde,9.935699,54.301994
01058093,01058,01058,Krummwisch,Rendsburg-Eckernförde,9.897593,54.335159
01058104,01058,01058,Melsdorf,Rendsburg-Eckernförde,10.029817,54.317289
01058126,01058,01058,Ottendorf,Rendsburg-Eckernförde,10.044532,54.340275
01058130,01058,01058,Quarnbek,Rendsburg-Eckernförde,9.983912,54.330012
01058171,01058,01058,Westensee,Rendsburg-Eckernförde,9.897116,54.274997
01058037,01058,01058,Dänischenhagen,Rendsburg-Eckernförde,10.129567,54.426044
01058116,01058,01058,Noer,Rendsburg-Eckernförde,10.005045,54.461334
01058150,01058,01058,Schwedeneck,Rendsburg-Eckernförde,10.072961,54.471569
01058157,01058,01058,Strande,Rendsburg-Eckernförde,10.170979,54.440909
01058051,01058,01058,Felm,Rendsburg-Eckernförde,10.061496,54.409603
01058058,01058,01058,Gettorf,Rendsburg-Eckernförde,9.973495,54.407632
01058096,01058,01058,Lindau,Rendsburg-Eckernförde,9.904545,54.385276
01058110,01058,01058,Neudorf-Bornstein,Rendsburg-Eckernförde,9.942553,54.435719
01058112,01058,01058,Neuwittenbek,Rendsburg-Eckernförde,10.028294,54.367896
01058121,01058,01058,Osdorf,Rendsburg-Eckernförde,10.015654,54.427956
01058142,01058,01058,Schinkel,Rendsburg-Eckernförde,9.954902,54.355838
01058165,01058,01058,Tüttendorf,Rendsburg-Eckernförde,9.993457,54.392146
01058003,01058,01058,Alt Duvenstedt,Rendsburg-Eckernförde,9.645213,54.359629
01058054,01058,01058,Fockbek,Rendsburg-Eckernförde,9.601589,54.30413
01058118,01058,01058,Nübbel,Rendsburg-Eckernförde,9.622061,54.271939
01058136,01058,01058,Rickert,Rendsburg-Eckernförde,9.665546,54.331224
01058010,01058,01058,Bargstall,Rendsburg-Eckernförde,9.46575,54.260388
01058029,01058,01058,Breiholz,Rendsburg-Eckernförde,9.521979,54.206128
01058036,01058,01058,Christiansholm,Rendsburg-Eckernförde,9.405402,54.320498
01058047,01058,01058,Elsdorf-Westermühlen,Rendsburg-Eckernförde,9.528745,54.258716
01058055,01058,01058,Friedrichsgraben,Rendsburg-Eckernförde,9.419087,54.272305
01058056,01058,01058,Friedrichsholm,Rendsburg-Eckernförde,9.427267,54.303024
01058070,01058,01058,Hamdorf,Rendsburg-Eckernförde,9.518657,54.225554
01058078,01058,01058,Hohn,Rendsburg-Eckernförde,9.503416,54.298721
01058089,01058,01058,Königshügel,Rendsburg-Eckernförde,9.474274,54.33488
01058097,01058,01058,Lohe-Föhrden,Rendsburg-Eckernförde,9.54437,54.334238
01058129,01058,01058,Prinzenmoor,Rendsburg-Eckernförde,9.454146,54.217427
01058154,01058,01058,Sophienhamm,Rendsburg-Eckernförde,9.461024,54.270234
01058031,01058,01058,Brinjahe,Rendsburg-Eckernförde,9.632102,54.168528
01058048,01058,01058,Embühren,Rendsburg-Eckernförde,9.591436,54.170602
01058068,01058,01058,Haale,Rendsburg-Eckernförde,9.548925,54.174256
01058071,01058,01058,Hamweddel,Rendsburg-Eckernförde,9.618873,54.190502
01058075,01058,01058,Hörsten,Rendsburg-Eckernförde,9.578749,54.226932
01058086,01058,01058,Jevenstedt,Rendsburg-Eckernförde,9.668849,54.234604
01058101,01058,01058,Luhnstedt,Rendsburg-Eckernförde,9.698753,54.167176
01058148,01058,01058,Schülp b.Rendsburg,Rendsburg-Eckernförde,9.629244,54.259318
01058155,01058,01058,Stafstedt,Rendsburg-Eckernförde,9.66287,54.170705
01058172,01058,01058,Westerrönfeld,Rendsburg-Eckernförde,9.646005,54.280365
01058011,01058,01058,Bargstedt,Rendsburg-Eckernförde,9.769024,54.162433
01058021,01058,01058,Bokel,Rendsburg-Eckernförde,9.794093,54.215588
01058023,01058,01058,Borgdorf-Seedorf,Rendsburg-Eckernförde,9.878799,54.178086
01058027,01058,01058,Brammer,Rendsburg-Eckernförde,9.765228,54.200192
01058038,01058,01058,Dätgen,Rendsburg-Eckernförde,9.934284,54.181105
01058045,01058,01058,Eisendorf,Rendsburg-Eckernförde,9.869129,54.193403
01058046,01058,01058,Ellerdorf,Rendsburg-Eckernförde,9.838495,54.194754
01058049,01058,01058,Emkendorf,Rendsburg-Eckernförde,9.853171,54.26233
01058059,01058,01058,Gnutz,Rendsburg-Eckernförde,9.823515,54.13533
01058065,01058,01058,Groß Vollstedt,Rendsburg-Eckernförde,9.867712,54.234713
01058091,01058,01058,Krogaspe,Rendsburg-Eckernförde,9.929382,54.131573
01058094,01058,01058,Langwedel,Rendsburg-Eckernförde,9.931599,54.211725
01058117,01058,01058,Nortorf,Rendsburg-Eckernförde,9.855638,54.168012
01058120,01058,01058,Oldenhütten,Rendsburg-Eckernförde,9.740452,54.158096
01058147,01058,01058,Schülp b.Nortorf,Rendsburg-Eckernförde,9.885618,54.163643
01058163,01058,01058,Timmaspe,Rendsburg-Eckernförde,9.890944,54.140849
01058168,01058,01058,Warder,Rendsburg-Eckernförde,9.886518,54.213277
01058026,01058,01058,Bovenau,Rendsburg-Eckernförde,9.829983,54.330579
01058073,01058,01058,Haßmoor,Rendsburg-Eckernförde,9.819595,54.291922
01058122,01058,01058,Ostenfeld (Rendsburg),Rendsburg-Eckernförde,9.785113,54.31452
01058124,01058,01058,Osterrönfeld,Rendsburg-Eckernförde,9.697439,54.292151
01058132,01058,01058,Rade b.Rendsburg,Rendsburg-Eckernförde,9.745224,54.331428
01058140,01058,01058,Schacht-Audorf,Rendsburg-Eckernförde,9.717681,54.313445
01058146,01058,01058,Schülldorf,Rendsburg-Eckernförde,9.729268,54.300204
01058016,01058,01058,Bissee,Rendsburg-Eckernförde,10.110473,54.190703
01058022,01058,01058,Bordesholm,Rendsburg-Eckernförde,10.026065,54.175613
01058033,01058,01058,Brügge,Rendsburg-Eckernförde,10.071067,54.174356
01058063,01058,01058,Grevenkrug,Rendsburg-Eckernförde,10.01044,54.212982
01058064,01058,01058,Groß Buchwald,Rendsburg-Eckernförde,10.085963,54.162947
01058076,01058,01058,Hoffeld,Rendsburg-Eckernförde,9.986036,54.187049
01058098,01058,01058,Loop,Rendsburg-Eckernförde,9.949175,54.147998
01058108,01058,01058,Mühbrook,Rendsburg-Eckernförde,10.010108,54.157143
01058109,01058,01058,Negenharrie,Rendsburg-Eckernförde,10.075273,54.143594
01058133,01058,01058,Reesdorf,Rendsburg-Eckernförde,10.06034,54.190474
01058143,01058,01058,Schmalstede,Rendsburg-Eckernförde,10.030205,54.19323
01058144,01058,01058,Schönbek,Rendsburg-Eckernförde,9.975522,54.162731
01058153,01058,01058,Sören,Rendsburg-Eckernförde,9.998885,54.202744
01058170,01058,01058,Wattenbek,Rendsburg-Eckernförde,10.05469,54.171228
01058008,01058,01058,Ascheffel,Rendsburg-Eckernförde,9.69823,54.430871
01058024,01058,01058,Borgstedt,Rendsburg-Eckernförde,9.710012,54.33299
01058030,01058,01058,Brekendorf,Rendsburg-Eckernförde,9.630366,54.420681
01058035,01058,01058,Bünsdorf,Rendsburg-Eckernförde,9.742555,54.369536
01058039,01058,01058,Damendorf,Rendsburg-Eckernförde,9.735166,54.423496
01058066,01058,01058,Groß Wittensee,Rendsburg-Eckernförde,9.769945,54.404606
01058069,01058,01058,Haby,Rendsburg-Eckernförde,9.822077,54.395389
01058080,01058,01058,Holtsee,Rendsburg-Eckernförde,9.854739,54.39873
01058081,01058,01058,Holzbunge,Rendsburg-Eckernförde,9.705374,54.377747
01058083,01058,01058,Hütten,Rendsburg-Eckernförde,9.718725,54.437083
01058088,01058,01058,Klein Wittensee,Rendsburg-Eckernförde,9.733109,54.390399
01058111,01058,01058,Neu Duvenstedt,Rendsburg-Eckernförde,9.697639,54.355476
01058123,01058,01058,Osterby,Rendsburg-Eckernförde,9.753799,54.453261
01058127,01058,01058,Owschlag,Rendsburg-Eckernförde,9.598839,54.391387
01058152,01058,01058,Sehestedt,Rendsburg-Eckernförde,9.818375,54.366001
01058175,01058,01058,Ahlefeld-Bistensee,Rendsburg-Eckernförde,9.698907,54.398725
01058004,01058,01058,Altenhof,Rendsburg-Eckernförde,9.875234,54.434745
01058012,01058,01058,Barkelsby,Rendsburg-Eckernförde,9.839569,54.501518
01058032,01058,01058,Brodersby,Rendsburg-Eckernförde,9.979854,54.634629
01058040,01058,01058,Damp,Rendsburg-Eckernförde,9.984161,54.578215
01058042,01058,01058,Dörphof,Rendsburg-Eckernförde,9.981577,54.606279
01058052,01058,01058,Fleckeby,Rendsburg-Eckernförde,9.696337,54.48232
01058057,01058,01058,Gammelby,Rendsburg-Eckernförde,9.793238,54.500342
01058067,01058,01058,Güby,Rendsburg-Eckernförde,9.66656,54.48596
01058082,01058,01058,Holzdorf,Rendsburg-Eckernförde,9.896959,54.554372
01058084,01058,01058,Hummelfeld,Rendsburg-Eckernförde,9.718396,54.461884
01058087,01058,01058,Karby,Rendsburg-Eckernförde,9.974822,54.623058
01058090,01058,01058,Kosel,Rendsburg-Eckernförde,9.754483,54.505335
01058099,01058,01058,Loose,Rendsburg-Eckernförde,9.889039,54.519604
01058102,01058,01058,Goosefeld,Rendsburg-Eckernförde,9.815036,54.429737
01058137,01058,01058,Rieseby,Rendsburg-Eckernförde,9.812995,54.541709
01058162,01058,01058,Thumby,Rendsburg-Eckernförde,9.910273,54.585574
01058166,01058,01058,Waabs,Rendsburg-Eckernförde,9.985937,54.532629
01058173,01058,01058,Windeby,Rendsburg-Eckernförde,9.763299,54.477817
01058174,01058,01058,Winnemark,Rendsburg-Eckernförde,9.922134,54.615886
